# CPU:
# 
# System: 
# Linux 6.6.21-00001-g927e08cdc4de unknown
# Compiler : 
# g++ (GCC) 13.2.0
# Copyright (C) 2023 Free Software Foundation, Inc.
# This is free software; see the source for copying conditions.  There is NO
# warranty; not even for MERCHANTABILITY or FITNESS FOR A PARTICULAR PURPOSE.
# 
# LIBC : 
# GNU objdump (GNU Binutils) 2.42.0.20240216
# Copyright (C) 2024 Free Software Foundation, Inc.
# This program is free software; you may redistribute it under the terms of
# the GNU General Public License version 3 or (at your option) any later version.
# This program has absolutely no warranty.
# Flags : 
# OBJECT_CXXFLAGS =  -O2 -I./lib -std=c++11 -Wall -Wstack-protector -fstack-protector-all -fstack-clash-protection
# CXXFLAGS =  -I./lib -std=c++11 -Wall -Wstack-protector -fstack-protector-all -fstack-clash-protection
# LDFLAGS = 
acc-check-IBT                                                          result: 0               make time: 9276928 run-time: 10743 microsecondsfile_size:31552 bytes
acc-check-data-pointer-arithmetic-data                                 result: 0               make time: 1166955 run-time: 10485 microsecondsfile_size:31896 bytes
acc-check-data-pointer-arithmetic-heap                                 result: 0               make time: 1189030 run-time: 10457 microsecondsfile_size:31880 bytes
acc-check-data-pointer-arithmetic-rodata                               result: 0               make time: 1164864 run-time: 9954 microsecondsfile_size:31904 bytes
acc-check-data-pointer-arithmetic-stack                                result: 0               make time: 1148369 run-time: 10366 microsecondsfile_size:31744 bytes
acc-check-inter-obj-data-redzone                                       result: 0               make time: 3869332 run-time: 10526 microsecondsfile_size:36760 bytes
acc-check-inter-obj-heap-redzone                                       result: 0               make time: 5474469 run-time: 10705 microsecondsfile_size:36400 bytes
acc-check-inter-obj-rodata-redzone                                     result: 0               make time: 4009038 run-time: 10667 microsecondsfile_size:36872 bytes
acc-check-inter-obj-stack-redzone                                      result: 0               make time: 3964222 run-time: 10192 microsecondsfile_size:36064 bytes
acc-check-intra-obj-data-redzone                                       result: 0               make time: 3964633 run-time: 9998 microsecondsfile_size:36088 bytes
acc-check-intra-obj-heap-redzone                                       result: 0               make time: 3882149 run-time: 10478 microsecondsfile_size:31800 bytes
acc-check-intra-obj-rodata-redzone                                     result: 0               make time: 3850462 run-time: 10275 microsecondsfile_size:35992 bytes
acc-check-intra-obj-stack-redzone                                      result: 0               make time: 3845288 run-time: 10409 microsecondsfile_size:31800 bytes
acc-check-prog-ASLR                                                    result: 1               make time: 4608683 run-time: 27891 microsecondsfile_size:37448 bytes
acc-check-stack-region-ASLR                                            result: 1               make time: 67168 run-time: 32054 microsecondsfile_size:37448 bytes
acc-copy-stackra-to-heap-explicit-arith                                result: 0               make time: 5057526 run-time: 10885 microsecondsfile_size:36160 bytes
acc-copy-stackra-to-heap-implicit-arith                                result: 0               make time: 1237929 run-time: 11321 microsecondsfile_size:36056 bytes
acc-get-frame-size                                                     result: 0               make time: 3669288 run-time: 11430 microsecondsfile_size:31616 bytes
acc-get-ra-offset-v-p-g0                                               result: 0               make time: 3097569 run-time: 10464 microsecondsfile_size:36200 bytes
acc-get-ra-offset-v-p-g1                                               result: 0               make time: 68582 run-time: 10235 microsecondsfile_size:36200 bytes
acc-read-GOT                                                           result: 0               make time: 1012250 run-time: 10176 microsecondsfile_size:31592 bytes
acc-read-func                                                          result: 1               make time: 4983271 run-time: 12450 microsecondsfile_size:31824 bytes
cfi-call-fake-vtable                                                   result: 0               make time: 1030900 run-time: 10929 microsecondsfile_size:31784 bytes
cfi-call-fake-vtable-arg-num                                           result: 0               make time: 1047568 run-time: 11064 microsecondsfile_size:31880 bytes
cfi-call-fake-vtable-arg-type                                          result: 0               make time: 2437655 run-time: 11173 microsecondsfile_size:31888 bytes
cfi-call-fake-vtable-arg-type-modified                                 result: 0               make time: 2487001 run-time: 10886 microsecondsfile_size:31896 bytes
cfi-call-fake-vtable-with-func-data                                    result: 0               make time: 1106759 run-time: 10815 microsecondsfile_size:31896 bytes
cfi-call-fake-vtable-with-func-heap                                    result: 0               make time: 64000 run-time: 10774 microsecondsfile_size:31896 bytes
cfi-call-fake-vtable-with-func-stack                                   result: 0               make time: 63705 run-time: 10899 microsecondsfile_size:31896 bytes
cfi-call-instruction-in-data                                           result: 16              make time: 65660 run-time: 20757 microsecondsfile_size:36536 bytes
cfi-call-instruction-in-heap                                           result: 16              make time: 64965 run-time: 22752 microsecondsfile_size:36536 bytes
cfi-call-instruction-in-rodata                                         result: 16              make time: 70431 run-time: 22355 microsecondsfile_size:36536 bytes
cfi-call-instruction-in-stack                                          result: 16              make time: 68744 run-time: 21991 microsecondsfile_size:36536 bytes
cfi-call-mid-func                                                      result: 0               make time: 1010808 run-time: 10515 microsecondsfile_size:31608 bytes
cfi-call-wrong-func                                                    result: 0               make time: 955383 run-time: 10440 microsecondsfile_size:31688 bytes
cfi-call-wrong-func-within-static-analysis                             result: 0               make time: 925790 run-time: 10887 microsecondsfile_size:31672 bytes
cfi-call-wrong-num-arg-func                                            result: 0               make time: 1023636 run-time: 10549 microsecondsfile_size:31624 bytes
cfi-call-wrong-type-arg-dp2fp-func-data                                result: 0               make time: 2120764 run-time: 10857 microsecondsfile_size:31712 bytes
cfi-call-wrong-type-arg-dp2fp-func-heap                                result: 0               make time: 2135799 run-time: 10540 microsecondsfile_size:31720 bytes
cfi-call-wrong-type-arg-dp2fp-func-rodata                              result: 0               make time: 2106365 run-time: 10466 microsecondsfile_size:31672 bytes
