# CPU:
# 
# System: 
# Linux 6.6.21-00001-g927e08cdc4de unknown
# Compiler : 
# clang version 18.1.0 (https://github.com/llvm/llvm-project 461274b81d8641eab64d494accddc81d7db8a09e)
# Target: riscv64-freedomusdk-linux
# Thread model: posix
# InstalledDir: /usr/bin
# LIBC : 
# GNU objdump (GNU Binutils) 2.42.0.20240216
# Copyright (C) 2024 Free Software Foundation, Inc.
# This program is free software; you may redistribute it under the terms of
# the GNU General Public License version 3 or (at your option) any later version.
# This program has absolutely no warranty.
# Flags : 
# OBJECT_CXXFLAGS =  -O2 -I./lib -std=c++11 -Wall
# CXXFLAGS =  -I./lib -std=c++11 -Wall -fuse-ld=lld
# LDFLAGS = 
acc-check-IBT                                                          result: 0               make time: 24753679 run-time: 7490 microsecondsfile_size:40056 bytes
acc-check-data-pointer-arithmetic-data                                 result: 0               make time: 1049558 run-time: 6991 microsecondsfile_size:40712 bytes
acc-check-data-pointer-arithmetic-heap                                 result: 0               make time: 999768 run-time: 7151 microsecondsfile_size:40880 bytes
acc-check-data-pointer-arithmetic-rodata                               result: 0               make time: 992330 run-time: 7290 microsecondsfile_size:40720 bytes
acc-check-data-pointer-arithmetic-stack                                result: 0               make time: 1002783 run-time: 7290 microsecondsfile_size:40536 bytes
acc-check-inter-obj-data-redzone                                       result: 0               make time: 11549778 run-time: 7907 microsecondsfile_size:42040 bytes
acc-check-inter-obj-heap-redzone                                       result: 0               make time: 12674830 run-time: 8046 microsecondsfile_size:41976 bytes
acc-check-inter-obj-rodata-redzone                                     result: 0               make time: 11589226 run-time: 8802 microsecondsfile_size:42664 bytes
acc-check-inter-obj-stack-redzone                                      result: 0               make time: 11761936 run-time: 7380 microsecondsfile_size:41008 bytes
acc-check-intra-obj-data-redzone                                       result: 0               make time: 11824049 run-time: 9779 microsecondsfile_size:41304 bytes
acc-check-intra-obj-heap-redzone                                       result: 0               make time: 12107495 run-time: 8456 microsecondsfile_size:40696 bytes
acc-check-intra-obj-rodata-redzone                                     result: 0               make time: 12262990 run-time: 8205 microsecondsfile_size:41328 bytes
acc-check-intra-obj-stack-redzone                                      result: 0               make time: 12037356 run-time: 8228 microsecondsfile_size:40616 bytes
acc-check-prog-ASLR                                                    result: 1               make time: 13226912 run-time: 24342 microsecondsfile_size:46880 bytes
acc-check-stack-region-ASLR                                            result: 1               make time: 132498 run-time: 22964 microsecondsfile_size:46880 bytes
acc-copy-stackra-to-heap-explicit-arith                                result: 0               make time: 12434855 run-time: 8292 microsecondsfile_size:41432 bytes
acc-copy-stackra-to-heap-implicit-arith                                result: 0               make time: 1138665 run-time: 6926 microsecondsfile_size:41376 bytes
acc-get-frame-size                                                     result: 0               make time: 11325798 run-time: 10487 microsecondsfile_size:40280 bytes
acc-get-ra-offset-v-p-g0                                               result: 0               make time: 7817437 run-time: 7584 microsecondsfile_size:41824 bytes
acc-get-ra-offset-v-p-g1                                               result: 0               make time: 61101 run-time: 7260 microsecondsfile_size:41824 bytes
acc-read-GOT                                                           result: 0               make time: 1014081 run-time: 7504 microsecondsfile_size:40192 bytes
acc-read-func                                                          result: 1               make time: 12006404 run-time: 7119 microsecondsfile_size:40808 bytes
cfi-call-fake-vtable                                                   result: 0               make time: 910032 run-time: 7607 microsecondsfile_size:40744 bytes
cfi-call-fake-vtable-arg-num                                           result: 0               make time: 907855 run-time: 7645 microsecondsfile_size:40976 bytes
cfi-call-fake-vtable-arg-type                                          result: 0               make time: 7260988 run-time: 7945 microsecondsfile_size:41024 bytes
cfi-call-fake-vtable-arg-type-modified                                 result: 0               make time: 7406962 run-time: 7662 microsecondsfile_size:41032 bytes
cfi-call-fake-vtable-with-func-data                                    result: 0               make time: 951325 run-time: 7504 microsecondsfile_size:41080 bytes
cfi-call-fake-vtable-with-func-heap                                    result: 0               make time: 60546 run-time: 7634 microsecondsfile_size:41080 bytes
cfi-call-fake-vtable-with-func-stack                                   result: 0               make time: 60663 run-time: 7601 microsecondsfile_size:41080 bytes
cfi-call-instruction-in-data                                           result: 16              make time: 57851 run-time: 15439 microsecondsfile_size:42728 bytes
cfi-call-instruction-in-heap                                           result: 16              make time: 60165 run-time: 15148 microsecondsfile_size:42728 bytes
cfi-call-instruction-in-rodata                                         result: 16              make time: 59777 run-time: 15148 microsecondsfile_size:42728 bytes
cfi-call-instruction-in-stack                                          result: 16              make time: 58441 run-time: 15173 microsecondsfile_size:42728 bytes
cfi-call-mid-func                                                      result: 0               make time: 896709 run-time: 7600 microsecondsfile_size:40280 bytes
cfi-call-wrong-func                                                    result: 0               make time: 812471 run-time: 7483 microsecondsfile_size:40528 bytes
cfi-call-wrong-func-within-static-analysis                             result: 0               make time: 888841 run-time: 7805 microsecondsfile_size:40432 bytes
