# CPU:
# 
# System: 
# Linux 6.6.21-00001-g927e08cdc4de unknown
# Compiler : 
# g++ (GCC) 13.2.0
# Copyright (C) 2023 Free Software Foundation, Inc.
# This is free software; see the source for copying conditions.  There is NO
# warranty; not even for MERCHANTABILITY or FITNESS FOR A PARTICULAR PURPOSE.
# 
# LIBC : 
# GNU objdump (GNU Binutils) 2.42.0.20240216
# Copyright (C) 2024 Free Software Foundation, Inc.
# This program is free software; you may redistribute it under the terms of
# the GNU General Public License version 3 or (at your option) any later version.
# This program has absolutely no warranty.
# Flags : 
# OBJECT_CXXFLAGS =  -O2 -I./lib -std=c++11 -Wall
# CXXFLAGS =  -I./lib -std=c++11 -Wall
# LDFLAGS = 
acc-check-IBT                                                          result: 0               make time: 9098132 run-time: 9960 microsecondsfile_size:31432 bytes
acc-check-data-pointer-arithmetic-data                                 result: 0               make time: 1255564 run-time: 9845 microsecondsfile_size:31792 bytes
acc-check-data-pointer-arithmetic-heap                                 result: 0               make time: 1304189 run-time: 9609 microsecondsfile_size:31776 bytes
acc-check-data-pointer-arithmetic-rodata                               result: 0               make time: 1284762 run-time: 10467 microsecondsfile_size:31800 bytes
acc-check-data-pointer-arithmetic-stack                                result: 0               make time: 1274561 run-time: 10827 microsecondsfile_size:31624 bytes
acc-check-inter-obj-data-redzone                                       result: 0               make time: 3892546 run-time: 11368 microsecondsfile_size:32560 bytes
acc-check-inter-obj-heap-redzone                                       result: 0               make time: 5415397 run-time: 11601 microsecondsfile_size:32176 bytes
acc-check-inter-obj-rodata-redzone                                     result: 0               make time: 4081331 run-time: 11012 microsecondsfile_size:32672 bytes
acc-check-inter-obj-stack-redzone                                      result: 0               make time: 3985396 run-time: 15029 microsecondsfile_size:31864 bytes
acc-check-intra-obj-data-redzone                                       result: 0               make time: 4069124 run-time: 11095 microsecondsfile_size:31872 bytes
acc-check-intra-obj-heap-redzone                                       result: 0               make time: 4049285 run-time: 11018 microsecondsfile_size:31680 bytes
acc-check-intra-obj-rodata-redzone                                     result: 0               make time: 3964844 run-time: 10916 microsecondsfile_size:31768 bytes
acc-check-intra-obj-stack-redzone                                      result: 0               make time: 3992631 run-time: 10649 microsecondsfile_size:31680 bytes
acc-check-prog-ASLR                                                    result: 1               make time: 4762655 run-time: 25555 microsecondsfile_size:37328 bytes
acc-check-stack-region-ASLR                                            result: 1               make time: 66835 run-time: 26778 microsecondsfile_size:37328 bytes
acc-copy-stackra-to-heap-explicit-arith                                result: 0               make time: 5125241 run-time: 10860 microsecondsfile_size:31944 bytes
acc-copy-stackra-to-heap-implicit-arith                                result: 0               make time: 1348759 run-time: 10181 microsecondsfile_size:31856 bytes
acc-get-frame-size                                                     result: 0               make time: 3818790 run-time: 10383 microsecondsfile_size:31496 bytes
acc-get-ra-offset-v-p-g0                                               result: 0               make time: 2943873 run-time: 9897 microsecondsfile_size:32000 bytes
acc-get-ra-offset-v-p-g1                                               result: 0               make time: 58983 run-time: 9684 microsecondsfile_size:32000 bytes
acc-read-GOT                                                           result: 0               make time: 1163813 run-time: 10118 microsecondsfile_size:31480 bytes
acc-read-func                                                          result: 1               make time: 4627472 run-time: 9940 microsecondsfile_size:31704 bytes
cfi-call-fake-vtable                                                   result: 0               make time: 1139635 run-time: 10590 microsecondsfile_size:31664 bytes
cfi-call-fake-vtable-arg-num                                           result: 0               make time: 1169843 run-time: 13308 microsecondsfile_size:31776 bytes
cfi-call-fake-vtable-arg-type                                          result: 0               make time: 2601436 run-time: 10339 microsecondsfile_size:31784 bytes
cfi-call-fake-vtable-arg-type-modified                                 result: 0               make time: 2689943 run-time: 10800 microsecondsfile_size:31792 bytes
cfi-call-fake-vtable-with-func-data                                    result: 0               make time: 1237160 run-time: 10395 microsecondsfile_size:31792 bytes
cfi-call-fake-vtable-with-func-heap                                    result: 0               make time: 59505 run-time: 10223 microsecondsfile_size:31792 bytes
cfi-call-fake-vtable-with-func-stack                                   result: 0               make time: 60878 run-time: 10334 microsecondsfile_size:31792 bytes
cfi-call-instruction-in-data                                           result: 16              make time: 59081 run-time: 20813 microsecondsfile_size:32320 bytes
cfi-call-instruction-in-heap                                           result: 16              make time: 60106 run-time: 20738 microsecondsfile_size:32320 bytes
cfi-call-instruction-in-rodata                                         result: 16              make time: 61185 run-time: 21409 microsecondsfile_size:32320 bytes
cfi-call-instruction-in-stack                                          result: 16              make time: 64658 run-time: 21960 microsecondsfile_size:32320 bytes
cfi-call-mid-func                                                      result: 0               make time: 1160246 run-time: 11128 microsecondsfile_size:31488 bytes
cfi-call-wrong-func                                                    result: 0               make time: 1056994 run-time: 13884 microsecondsfile_size:31568 bytes
cfi-call-wrong-func-within-static-analysis                             result: 0               make time: 1035955 run-time: 10484 microsecondsfile_size:31552 bytes
cfi-call-wrong-num-arg-func                                            result: 0               make time: 1093903 run-time: 10291 microsecondsfile_size:31504 bytes
cfi-call-wrong-type-arg-dp2fp-func-data                                result: 0               make time: 2263234 run-time: 10768 microsecondsfile_size:31584 bytes
cfi-call-wrong-type-arg-dp2fp-func-heap                                result: 0               make time: 2262210 run-time: 10601 microsecondsfile_size:31600 bytes
cfi-call-wrong-type-arg-dp2fp-func-rodata                              result: 0               make time: 2212576 run-time: 10086 microsecondsfile_size:31552 bytes
cfi-call-wrong-type-arg-dp2fp-func-stack                               result: 0               make time: 2341699 run-time: 11221 microsecondsfile_size:31560 bytes
cfi-call-wrong-type-arg-fp2dp-func                                     result: 0               make time: 1028240 run-time: 11157 microsecondsfile_size:31544 bytes
cfi-call-wrong-type-arg-int2double-func                                result: 0               make time: 1131493 run-time: 10581 microsecondsfile_size:31544 bytes
cfi-call-wrong-type-arg-op2doublep-func                                result: 0               make time: 1142045 run-time: 10326 microsecondsfile_size:31512 bytes
cfi-call-wrong-type-arg-op2intp-func                                   result: 0               make time: 1128611 run-time: 10309 microsecondsfile_size:31512 bytes
cfi-call-wrong-vtable                                                  result: 0               make time: 1223530 run-time: 10463 microsecondsfile_size:32056 bytes
cfi-call-wrong-vtable-arg-num                                          result: 0               make time: 1207507 run-time: 11231 microsecondsfile_size:32096 bytes
cfi-call-wrong-vtable-arg-type                                         result: 0               make time: 1072511 run-time: 10753 microsecondsfile_size:31648 bytes
cfi-call-wrong-vtable-arg-type-modified                                result: 0               make time: 1091970 run-time: 10502 microsecondsfile_size:31728 bytes
cfi-call-wrong-vtable-child                                            result: 0               make time: 1102650 run-time: 10931 microsecondsfile_size:31648 bytes
cfi-call-wrong-vtable-func-num                                         result: 0               make time: 1211913 run-time: 10402 microsecondsfile_size:32232 bytes
cfi-call-wrong-vtable-offset                                           result: 0               make time: 1211162 run-time: 10989 microsecondsfile_size:31616 bytes
cfi-call-wrong-vtable-parent                                           result: 0               make time: 1085479 run-time: 10984 microsecondsfile_size:31648 bytes
cfi-call-wrong-vtable-released                                         result: 0               make time: 2325905 run-time: 10427 microsecondsfile_size:32064 bytes
cfi-call-wrong-vtable-sibling                                          result: 0               make time: 1048133 run-time: 10467 microsecondsfile_size:31656 bytes
cfi-jump-func-ra-from-heap-memcpy-explicit-arith                       result: 0               make time: 59819 run-time: 10532 microsecondsfile_size:31944 bytes
cfi-jump-func-ra-from-heap-memcpy-implicit-arith                       result: 267             make time: 61601 run-time: 15942 microsecondsfile_size:31856 bytes
cfi-jump-instruction-in-data                                           result: 16              make time: 60466 run-time: 10279 microsecondsfile_size:32320 bytes
